exp,throughput,latency
rand_read,747977.0,700416.0
rand_read,845976.0,675840.0
rand_read,737206.0,651264.0
rand_read,826070.0,602112.0
rand_read,770099.0,618496.0
rand_read,834040.0,831488.0
rand_read,848967.0,864256.0
rand_read,851554.0,602112.0
rand_read,908444.0,610304.0
rand_read,714562.0,618496.0
rand_read,977160.0,569344.0
rand_read,778705.0,626688.0
rand_read,722524.0,626688.0
rand_read,913442.0,569344.0
rand_read,736573.0,1335296.0
rand_read,748627.0,577536.0
rand_read,757570.0,610304.0
rand_read,902959.0,585728.0
rand_read,825528.0,1875968.0
rand_read,736007.0,937984.0
rand_read,839796.0,593920.0
rand_read,266679.0,4112384.0
rand_read,277451.0,3325952.0
rand_read,282358.0,3162112.0
rand_read,268055.0,4489216.0
rand_read,781167.0,610304.0
rand_read,743514.0,602112.0
rand_read,865408.0,872448.0
rand_read,770181.0,634880.0
rand_read,861108.0,593920.0
rand_read,780829.0,675840.0
rand_read,773744.0,634880.0
rand_read,756125.0,610304.0
rand_read,367372.0,905216.0
rand_read,751456.0,585728.0
rand_read,856781.0,602112.0
rand_read,866997.0,659456.0
rand_read,846231.0,481280.0
rand_read,757371.0,610304.0
rand_read,814164.0,643072.0
rand_read,880202.0,774144.0
rand_read,754622.0,610304.0
rand_read,756930.0,618496.0
rand_read,781742.0,509952.0
rand_read,756727.0,481280.0
rand_read,779980.0,700416.0
rand_read,936857.0,602112.0
rand_read,989978.0,569344.0
rand_read,833873.0,602112.0
rand_read,751953.0,1335296.0
rand_read,753091.0,610304.0
rand_read,789546.0,610304.0
rand_read,709352.0,1974272.0
rand_read,783445.0,610304.0
rand_read,856393.0,602112.0
rand_read,782157.0,1400832.0
rand_read,626283.0,675840.0
rand_read,861097.0,593920.0
rand_read,971845.0,643072.0
rand_read,720056.0,2072576.0
rand_read,372388.0,880640.0
rand_read,821418.0,716800.0
rand_read,617468.0,716800.0
rand_read,719296.0,618496.0
rand_read,779666.0,602112.0
rand_read,836430.0,481280.0
rand_read,603833.0,880640.0
rand_read,767978.0,1073152.0
rand_read,267580.0,4554752.0
rand_read,851969.0,749568.0
rand_read,761348.0,962560.0
rand_read,828932.0,2039808.0
rand_read,1013492.0,522240.0
rand_read,854797.0,585728.0
rand_read,745456.0,684032.0
rand_read,743980.0,618496.0
rand_read,762599.0,978944.0
rand_read,368465.0,2441216.0
rand_read,786932.0,733184.0
rand_read,685586.0,733184.0
rand_read,766768.0,1089536.0
rand_read,877031.0,577536.0
rand_read,775601.0,610304.0
rand_read,859555.0,618496.0
rand_read,763265.0,610304.0
rand_read,770839.0,618496.0
rand_read,733621.0,1810432.0
rand_read,777045.0,610304.0
rand_read,265963.0,1171456.0
rand_read,912564.0,1908736.0
rand_read,774420.0,481280.0
rand_read,729330.0,610304.0
rand_read,743948.0,2113536.0
rand_read,868747.0,1482752.0
rand_read,763399.0,872448.0
rand_read,865448.0,585728.0
rand_read,844345.0,798720.0
rand_read,761787.0,610304.0
rand_read,737070.0,651264.0
rand_read,897610.0,626688.0
rand_read,858454.0,514048.0
rand_read,268637.0,3555328.0
rand_read,266591.0,4227072.0
rand_read,688730.0,1990656.0
rand_read,752498.0,618496.0
rand_read,781681.0,856064.0
rand_read,686645.0,659456.0
rand_read,775173.0,610304.0
rand_read,422296.0,1957888.0
rand_read,748947.0,634880.0
rand_read,721678.0,626688.0
rand_read,815804.0,823296.0
rand_read,437915.0,1974272.0
rand_read,488802.0,765952.0
rand_read,861399.0,585728.0
rand_read,859269.0,724992.0
rand_read,830257.0,518144.0
rand_read,869419.0,593920.0
rand_read,761064.0,634880.0
rand_read,263032.0,3555328.0
rand_read,259494.0,2670592.0
rand_read,728766.0,1712128.0
rand_read,861868.0,593920.0
rand_read,746831.0,610304.0
rand_read,740907.0,675840.0
rand_read,739858.0,618496.0
rand_read,270471.0,1171456.0
rand_read,797832.0,790528.0
rand_read,687415.0,634880.0
rand_read,433024.0,1028096.0
rand_read,793236.0,921600.0
rand_read,857007.0,464896.0
rand_read,828443.0,602112.0
rand_read,779618.0,1302528.0
rand_read,749997.0,1368064.0
rand_read,855527.0,456704.0
rand_read,867269.0,610304.0
rand_read,815635.0,651264.0
rand_read,756747.0,610304.0
rand_read,776987.0,651264.0
rand_read,868887.0,610304.0
rand_read,806570.0,593920.0
rand_read,800039.0,806912.0
rand_read,768433.0,659456.0
rand_read,753171.0,626688.0
rand_read,833752.0,593920.0
rand_read,820108.0,1826816.0
rand_read,715708.0,626688.0
rand_read,763662.0,610304.0
rand_read,319753.0,2605056.0
rand_read,818132.0,593920.0
rand_read,275242.0,3358720.0
rand_read,266046.0,4751360.0
rand_read,714771.0,815104.0
rand_read,714115.0,626688.0
rand_read,717997.0,1564672.0
rand_read,751868.0,634880.0
rand_read,790553.0,602112.0
rand_read,754773.0,880640.0
rand_read,696544.0,741376.0
rand_read,769356.0,602112.0
rand_read,847151.0,569344.0
rand_read,265979.0,1187840.0
rand_read,755950.0,602112.0
rand_read,685668.0,2244608.0
rand_read,844575.0,610304.0
